Cust_id,age,job,marital,education,default,housing,loan,contact
107,34,housemaid,married,basic.6y,no,yes,no,telephone
108,35,admin.,married,high.school,no,yes,no,telephone
109,42,entrepreneur,married,unknown,unknown,yes,no,telephone
110,43,technician,married,unknown,unknown,yes,yes,telephone
111,60,retired,divorced,university.degree,unknown,no,no,telephone
112,58,unemployed,married,basic.4y,unknown,no,no,telephone
113,35,services,divorced,high.school,no,yes,no,telephone
114,55,blue-collar,married,basic.9y,unknown,yes,no,telephone
115,37,management,married,university.degree,no,no,no,telephone
116,36,blue-collar,married,high.school,no,no,no,telephone
117,52,admin.,divorced,university.degree,no,no,no,telephone
118,57,blue-collar,divorced,unknown,unknown,yes,no,telephone
119,56,admin.,married,unknown,no,yes,no,telephone
120,48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone
121,40,blue-collar,married,high.school,unknown,yes,no,telephone
122,49,blue-collar,divorced,high.school,no,no,no,telephone
123,41,services,married,high.school,no,no,no,telephone
124,45,technician,married,high.school,no,yes,no,telephone
125,32,admin.,married,university.degree,no,yes,yes,telephone
126,42,admin.,married,university.degree,no,no,yes,telephone
127,50,admin.,married,basic.6y,no,no,no,telephone
128,31,technician,divorced,professional.course,no,yes,yes,telephone
129,56,retired,married,basic.4y,no,yes,no,telephone
130,41,technician,married,professional.course,unknown,yes,no,telephone
131,37,blue-collar,married,basic.6y,no,yes,yes,telephone
132,41,technician,married,professional.course,unknown,no,no,telephone
133,35,blue-collar,married,unknown,no,yes,no,telephone
134,37,blue-collar,married,basic.6y,no,yes,no,telephone
135,52,management,married,university.degree,no,no,no,telephone
136,39,management,divorced,university.degree,no,no,no,telephone
137,39,housemaid,married,basic.4y,unknown,no,no,telephone
138,56,blue-collar,married,basic.4y,unknown,no,no,telephone
139,34,services,married,high.school,no,yes,no,telephone
140,45,blue-collar,married,basic.9y,unknown,yes,no,telephone
141,43,unemployed,single,university.degree,no,yes,no,telephone
142,56,management,married,unknown,no,yes,no,telephone
143,39,management,married,university.degree,no,yes,no,telephone
144,53,blue-collar,married,basic.4y,no,yes,no,telephone
145,38,unknown,divorced,high.school,unknown,yes,no,telephone
146,42,blue-collar,married,basic.4y,unknown,yes,no,telephone
147,42,blue-collar,married,basic.4y,unknown,no,no,telephone
148,35,admin.,single,high.school,no,yes,no,telephone
149,40,admin.,married,university.degree,unknown,yes,no,telephone
150,51,blue-collar,married,basic.4y,no,yes,no,telephone
151,60,blue-collar,married,basic.9y,unknown,no,no,telephone
152,56,entrepreneur,married,unknown,unknown,yes,no,telephone
153,39,services,divorced,high.school,unknown,yes,no,telephone
154,56,entrepreneur,married,unknown,unknown,no,no,telephone
155,40,blue-collar,married,unknown,no,yes,yes,telephone
156,36,blue-collar,married,basic.9y,no,yes,yes,telephone
157,51,blue-collar,married,unknown,unknown,yes,no,telephone
158,51,blue-collar,married,unknown,unknown,no,no,telephone
159,43,technician,single,professional.course,no,yes,no,telephone
160,59,services,married,high.school,no,no,no,telephone
161,24,management,single,university.degree,no,yes,no,telephone
162,37,blue-collar,single,basic.9y,unknown,yes,yes,telephone
163,40,blue-collar,married,basic.9y,unknown,no,no,telephone
164,42,blue-collar,married,basic.9y,unknown,no,no,telephone
165,39,services,divorced,high.school,unknown,no,no,telephone
166,37,entrepreneur,married,basic.6y,no,no,no,telephone
167,38,services,married,high.school,no,yes,yes,telephone
168,56,admin.,divorced,unknown,unknown,no,no,telephone
169,40,blue-collar,married,unknown,no,no,no,telephone
170,54,management,divorced,university.degree,no,yes,no,telephone
171,43,blue-collar,married,high.school,unknown,no,yes,telephone
172,36,services,married,high.school,unknown,no,no,telephone
173,45,technician,married,university.degree,no,yes,yes,telephone
174,42,admin.,single,university.degree,unknown,no,no,telephone
175,43,services,married,high.school,no,no,no,telephone
176,46,management,married,basic.9y,no,no,no,telephone
177,44,services,married,high.school,no,yes,yes,telephone
178,51,admin.,single,basic.6y,no,no,no,telephone
179,28,services,married,high.school,no,yes,no,telephone
180,37,blue-collar,married,basic.9y,no,no,no,telephone
181,34,technician,married,high.school,no,no,no,telephone
182,46,blue-collar,married,basic.6y,unknown,yes,no,telephone
183,42,blue-collar,married,basic.9y,no,yes,yes,telephone
184,36,admin.,married,university.degree,no,yes,no,telephone
185,54,blue-collar,married,basic.4y,unknown,no,no,telephone
186,57,management,married,university.degree,no,no,no,telephone
187,51,technician,married,basic.6y,unknown,no,no,telephone
188,54,retired,married,high.school,unknown,no,no,telephone
189,49,blue-collar,married,basic.4y,unknown,no,no,telephone
190,34,admin.,married,university.degree,no,yes,no,telephone
191,41,technician,married,professional.course,no,no,no,telephone
192,38,blue-collar,single,basic.9y,no,yes,no,telephone
193,45,management,divorced,university.degree,no,no,no,telephone
194,42,technician,married,university.degree,no,no,no,telephone
195,34,blue-collar,single,basic.9y,unknown,yes,no,telephone
196,48,blue-collar,married,basic.4y,no,yes,no,telephone
197,37,admin.,married,high.school,unknown,yes,no,telephone
198,34,blue-collar,single,basic.9y,unknown,no,no,telephone
199,40,admin.,married,basic.9y,unknown,yes,no,telephone
200,43,blue-collar,married,basic.6y,no,yes,no,telephone
201,33,services,married,high.school,no,no,no,telephone
202,32,services,single,basic.6y,no,no,no,telephone
203,39,blue-collar,married,high.school,no,yes,no,telephone
204,43,admin.,married,unknown,no,no,no,telephone
205,44,blue-collar,married,basic.9y,no,yes,no,telephone
206,35,student,single,university.degree,unknown,no,no,telephone
207,35,student,single,university.degree,unknown,yes,yes,telephone
208,35,unemployed,married,professional.course,no,no,no,telephone
209,36,services,single,basic.4y,no,no,no,telephone
210,35,student,single,university.degree,unknown,yes,no,telephone
211,36,student,single,basic.9y,no,yes,no,telephone
212,55,housemaid,divorced,university.degree,no,no,no,telephone
213,59,admin.,married,university.degree,no,no,no,telephone
214,57,retired,married,unknown,unknown,no,no,telephone
215,39,blue-collar,married,professional.course,unknown,yes,no,telephone
216,39,housemaid,married,basic.4y,unknown,yes,no,telephone
217,30,blue-collar,single,unknown,no,yes,no,telephone
218,30,blue-collar,single,unknown,no,yes,yes,telephone
219,50,housemaid,married,basic.4y,unknown,no,no,telephone
220,40,services,married,high.school,no,no,no,telephone
221,35,admin.,married,high.school,no,yes,no,telephone
222,43,technician,married,unknown,unknown,no,no,telephone
223,36,services,single,basic.6y,unknown,yes,no,telephone
224,46,technician,married,basic.4y,unknown,yes,no,telephone
225,40,technician,married,basic.9y,no,no,no,telephone
226,58,retired,married,university.degree,no,no,no,telephone
227,42,technician,married,university.degree,no,no,no,telephone
228,35,admin.,single,university.degree,no,no,no,telephone
229,43,retired,married,basic.4y,unknown,no,no,telephone
230,45,blue-collar,married,basic.4y,no,yes,yes,telephone
231,39,admin.,married,professional.course,no,yes,no,telephone
232,50,services,divorced,professional.course,no,yes,no,telephone
233,32,management,divorced,basic.4y,unknown,yes,no,telephone
234,39,admin.,married,high.school,unknown,no,no,telephone
235,52,self-employed,married,university.degree,unknown,no,no,telephone
236,44,admin.,married,professional.course,no,yes,no,telephone
237,56,blue-collar,married,basic.4y,no,no,no,telephone
238,48,admin.,married,high.school,no,no,no,telephone
239,33,services,married,high.school,unknown,no,yes,telephone
240,43,management,married,university.degree,unknown,no,yes,telephone
241,57,retired,married,high.school,no,no,no,telephone
242,36,technician,single,professional.course,no,no,no,telephone
243,34,management,married,university.degree,no,yes,no,telephone
244,34,services,single,basic.9y,no,no,no,telephone
245,30,technician,married,university.degree,unknown,no,no,telephone
246,33,services,divorced,unknown,no,no,no,telephone
247,32,technician,single,professional.course,no,no,no,telephone
248,36,technician,single,high.school,no,yes,no,telephone
249,36,blue-collar,single,high.school,no,no,yes,telephone
250,33,services,single,high.school,no,no,no,telephone
251,40,technician,divorced,professional.course,no,no,no,telephone
252,41,blue-collar,married,basic.4y,no,yes,no,telephone
253,51,services,married,basic.6y,no,yes,no,telephone
254,36,technician,married,professional.course,no,yes,no,telephone
255,28,services,married,unknown,no,no,no,telephone
256,53,services,married,high.school,no,yes,yes,telephone
257,58,blue-collar,married,basic.9y,unknown,yes,no,telephone
258,45,management,married,basic.9y,no,no,yes,telephone
259,43,technician,married,unknown,no,yes,no,telephone
260,33,admin.,married,high.school,no,no,yes,telephone
261,33,admin.,married,high.school,no,no,yes,telephone
262,27,blue-collar,single,basic.6y,no,unknown,unknown,telephone
263,42,technician,married,high.school,no,no,no,telephone
264,43,admin.,divorced,basic.9y,no,no,no,telephone
265,42,admin.,married,university.degree,no,no,no,telephone
266,27,blue-collar,single,basic.6y,no,no,no,telephone
267,34,self-employed,single,university.degree,no,yes,no,telephone
268,31,student,single,university.degree,unknown,no,no,telephone
269,54,management,divorced,university.degree,no,no,no,telephone
270,40,self-employed,married,basic.4y,unknown,no,no,telephone
271,52,unemployed,married,high.school,unknown,yes,no,telephone
272,47,management,divorced,university.degree,no,no,no,telephone
273,49,housemaid,married,basic.9y,unknown,no,no,telephone
274,32,admin.,single,high.school,no,no,no,telephone
275,49,housemaid,single,high.school,unknown,yes,yes,telephone
276,50,blue-collar,married,basic.9y,unknown,no,no,telephone
277,34,services,married,high.school,no,no,no,telephone
278,55,blue-collar,married,basic.4y,unknown,no,no,telephone
279,47,technician,single,basic.9y,no,no,no,telephone
280,51,retired,married,professional.course,no,no,no,telephone
281,47,blue-collar,married,basic.6y,no,no,no,telephone
282,56,technician,married,basic.4y,no,yes,no,telephone
283,53,admin.,married,basic.9y,no,no,no,telephone
284,36,blue-collar,married,basic.9y,no,yes,no,telephone
285,42,blue-collar,divorced,basic.9y,no,yes,no,telephone
286,44,blue-collar,divorced,basic.6y,no,no,no,telephone
287,39,housemaid,married,basic.9y,no,yes,no,telephone
288,37,admin.,single,high.school,no,yes,yes,telephone
289,60,blue-collar,married,unknown,unknown,yes,no,telephone
290,36,services,married,high.school,no,no,no,telephone
291,42,management,divorced,university.degree,no,yes,no,telephone
292,31,admin.,married,high.school,no,yes,yes,telephone
293,53,technician,divorced,professional.course,unknown,no,yes,telephone
294,45,blue-collar,married,basic.4y,no,yes,no,telephone
295,37,technician,single,professional.course,no,yes,no,telephone
296,47,self-employed,married,professional.course,no,no,no,telephone
297,49,blue-collar,divorced,high.school,no,no,yes,telephone
298,36,admin.,married,university.degree,no,yes,no,telephone
299,35,services,divorced,high.school,no,no,no,telephone
300,38,unknown,married,unknown,unknown,no,no,telephone
301,38,services,single,high.school,unknown,no,no,telephone
302,50,blue-collar,divorced,high.school,unknown,no,yes,telephone
303,59,retired,married,professional.course,unknown,no,no,telephone
304,43,unknown,married,unknown,no,yes,no,telephone
305,42,admin.,married,high.school,no,yes,no,telephone
306,40,admin.,married,basic.6y,unknown,yes,no,telephone
307,46,blue-collar,married,unknown,unknown,no,no,telephone
308,57,housemaid,divorced,basic.4y,no,yes,yes,telephone
309,42,admin.,married,university.degree,no,yes,no,telephone
310,41,blue-collar,married,basic.4y,no,yes,no,telephone
311,54,management,divorced,university.degree,no,yes,no,telephone
312,27,admin.,single,university.degree,no,no,no,telephone
313,36,admin.,married,high.school,no,no,no,telephone
314,58,blue-collar,married,professional.course,unknown,yes,no,telephone
315,40,management,married,university.degree,unknown,yes,no,telephone
316,34,admin.,single,basic.9y,unknown,no,no,telephone
317,33,admin.,divorced,high.school,no,no,no,telephone
318,56,retired,married,basic.6y,no,no,no,telephone
319,42,blue-collar,married,basic.9y,no,no,no,telephone
320,43,services,married,high.school,no,yes,no,telephone
321,54,management,single,basic.9y,no,yes,no,telephone
322,53,admin.,single,basic.6y,no,yes,yes,telephone
323,42,technician,single,unknown,no,no,no,telephone
324,40,services,married,basic.6y,unknown,no,no,telephone
325,54,technician,married,professional.course,no,yes,yes,telephone
326,40,housemaid,single,professional.course,no,no,no,telephone
327,26,admin.,single,university.degree,no,yes,no,telephone
328,33,admin.,married,high.school,no,no,no,telephone
329,35,blue-collar,married,basic.9y,unknown,no,no,telephone
330,36,admin.,married,high.school,no,no,no,telephone
331,29,services,single,high.school,no,yes,no,telephone
332,36,blue-collar,married,basic.9y,no,yes,no,telephone
333,35,management,married,high.school,no,yes,no,telephone
334,50,self-employed,single,university.degree,no,no,yes,telephone
335,46,services,married,high.school,unknown,yes,no,telephone
336,49,entrepreneur,married,high.school,no,yes,no,telephone
337,42,technician,single,professional.course,unknown,yes,no,telephone
338,36,blue-collar,single,high.school,no,yes,yes,telephone
339,55,blue-collar,married,basic.9y,unknown,yes,no,telephone
340,41,management,married,university.degree,unknown,no,no,telephone
341,57,management,married,professional.course,unknown,yes,no,telephone
342,32,services,single,high.school,no,yes,no,telephone
343,49,admin.,married,basic.9y,no,no,no,telephone
344,57,unknown,married,unknown,unknown,yes,no,telephone
345,58,blue-collar,divorced,basic.4y,no,yes,no,telephone
346,52,technician,married,high.school,no,yes,no,telephone
347,50,services,divorced,professional.course,no,no,no,telephone
348,41,blue-collar,single,basic.9y,unknown,yes,no,telephone
349,33,entrepreneur,married,university.degree,no,yes,no,telephone
350,57,blue-collar,married,basic.4y,no,no,no,telephone
351,48,blue-collar,married,basic.6y,unknown,no,no,telephone
352,55,technician,married,professional.course,no,no,no,telephone
353,38,management,married,university.degree,no,no,no,telephone
354,38,services,married,high.school,no,yes,no,telephone
355,53,admin.,married,university.degree,no,yes,no,telephone
356,43,unemployed,single,university.degree,no,no,no,telephone
357,36,blue-collar,single,high.school,no,no,no,telephone
358,32,blue-collar,married,basic.9y,no,no,no,telephone
359,33,services,married,basic.4y,no,no,no,telephone
360,58,entrepreneur,married,basic.4y,no,yes,no,telephone
361,40,unemployed,divorced,high.school,unknown,no,no,telephone
362,57,management,married,university.degree,no,yes,no,telephone
363,45,technician,married,high.school,no,yes,no,telephone
364,42,blue-collar,married,basic.4y,unknown,yes,no,telephone
365,46,admin.,married,university.degree,no,yes,no,telephone
366,36,technician,married,university.degree,no,no,no,telephone
367,41,self-employed,married,high.school,no,yes,no,telephone
368,57,admin.,divorced,basic.9y,no,no,no,telephone
369,49,blue-collar,married,basic.9y,unknown,yes,no,telephone
370,56,management,divorced,high.school,no,no,no,telephone
371,37,blue-collar,married,basic.9y,no,no,no,telephone
372,37,blue-collar,married,basic.9y,no,no,yes,telephone
373,46,admin.,single,high.school,no,yes,no,telephone
374,22,blue-collar,single,basic.9y,no,yes,no,telephone
375,43,services,married,high.school,no,no,no,telephone
376,49,blue-collar,married,unknown,no,no,no,telephone
377,41,technician,married,basic.6y,no,yes,no,telephone
378,38,admin.,single,university.degree,no,no,no,telephone
379,33,admin.,married,basic.9y,no,no,no,telephone
380,49,admin.,married,university.degree,no,yes,yes,telephone
381,30,blue-collar,single,unknown,no,no,no,telephone
382,33,admin.,married,basic.9y,no,yes,no,telephone
383,34,management,single,university.degree,no,no,no,telephone
384,30,student,single,unknown,unknown,no,no,telephone
385,59,management,married,basic.4y,unknown,yes,yes,telephone
386,59,management,married,basic.4y,unknown,unknown,unknown,telephone
387,41,self-employed,married,university.degree,no,no,no,telephone
388,48,housemaid,married,basic.6y,unknown,yes,yes,telephone
389,28,unknown,single,unknown,unknown,yes,yes,telephone
390,44,services,married,high.school,no,yes,no,telephone
391,59,retired,unknown,university.degree,unknown,no,no,telephone
392,50,management,married,high.school,unknown,no,no,telephone
393,35,admin.,married,university.degree,no,no,no,telephone
394,42,admin.,married,high.school,no,no,no,telephone
395,45,admin.,married,basic.9y,no,no,no,telephone
396,36,technician,married,professional.course,no,no,no,telephone
397,56,services,married,high.school,unknown,no,no,telephone
398,29,blue-collar,divorced,basic.4y,no,no,no,telephone
399,41,self-employed,married,university.degree,no,yes,yes,telephone
400,42,blue-collar,married,basic.9y,unknown,no,no,telephone
401,52,services,single,high.school,no,no,no,telephone
402,48,services,married,high.school,unknown,unknown,unknown,telephone
403,31,blue-collar,married,high.school,unknown,yes,no,telephone
404,43,unemployed,married,university.degree,unknown,yes,no,telephone
405,36,blue-collar,married,basic.4y,unknown,no,no,telephone
406,42,entrepreneur,married,university.degree,no,yes,no,telephone
407,52,services,divorced,basic.6y,no,no,no,telephone
408,39,admin.,married,high.school,no,yes,no,telephone
409,36,services,married,high.school,no,no,yes,telephone
410,42,blue-collar,married,basic.9y,unknown,yes,no,telephone
411,41,admin.,married,high.school,no,no,no,telephone
412,55,technician,married,basic.4y,no,no,yes,telephone
413,30,blue-collar,married,basic.9y,no,no,no,telephone
414,57,retired,unknown,basic.4y,no,no,no,telephone
415,45,entrepreneur,married,basic.4y,unknown,yes,no,telephone
416,51,blue-collar,married,basic.4y,unknown,yes,yes,telephone
417,39,self-employed,single,basic.9y,unknown,yes,yes,telephone
418,47,admin.,married,high.school,unknown,no,no,telephone
419,27,services,married,high.school,no,yes,no,telephone
420,34,technician,single,university.degree,no,yes,no,telephone
421,57,blue-collar,married,basic.4y,unknown,yes,no,telephone
422,43,entrepreneur,married,basic.4y,no,no,no,telephone
423,49,blue-collar,married,basic.4y,unknown,no,no,telephone
424,39,management,married,university.degree,unknown,no,no,telephone
425,38,blue-collar,married,basic.4y,unknown,yes,no,telephone
426,49,blue-collar,married,basic.9y,no,no,no,telephone
427,58,management,married,basic.6y,no,no,no,telephone
428,43,technician,married,professional.course,no,yes,no,telephone
429,50,unknown,married,unknown,unknown,yes,no,telephone
430,31,services,married,high.school,unknown,no,no,telephone
431,43,self-employed,divorced,university.degree,no,no,no,telephone
432,43,self-employed,married,basic.9y,unknown,no,no,telephone
433,30,self-employed,single,university.degree,no,yes,no,telephone
434,27,services,single,professional.course,no,yes,yes,telephone
435,51,services,married,unknown,unknown,no,no,telephone
436,37,technician,married,professional.course,no,yes,no,telephone
437,46,housemaid,married,basic.9y,no,yes,no,telephone
438,35,blue-collar,married,professional.course,no,no,no,telephone
439,47,admin.,divorced,university.degree,no,no,no,telephone
440,46,management,married,unknown,no,yes,no,telephone
441,40,technician,married,professional.course,unknown,no,yes,telephone
442,26,housemaid,married,university.degree,no,no,no,telephone
443,32,blue-collar,divorced,basic.9y,unknown,no,no,telephone
444,45,management,married,university.degree,no,yes,no,telephone
445,34,admin.,married,basic.9y,no,no,no,telephone
446,47,blue-collar,married,unknown,unknown,no,no,telephone
447,42,technician,married,professional.course,no,no,no,telephone
448,57,technician,married,basic.4y,unknown,no,yes,telephone
449,57,technician,married,basic.4y,unknown,no,no,telephone
450,38,blue-collar,married,basic.4y,no,no,yes,telephone
451,57,technician,married,basic.4y,unknown,no,no,telephone
452,28,student,single,basic.9y,unknown,yes,no,telephone
453,60,management,married,university.degree,no,no,no,telephone
454,48,admin.,married,university.degree,no,yes,no,telephone
455,47,technician,married,professional.course,no,yes,no,telephone
456,40,admin.,married,high.school,no,no,no,telephone
457,51,management,married,professional.course,unknown,yes,no,telephone
458,48,unemployed,single,basic.4y,no,yes,no,telephone
459,54,housemaid,married,basic.4y,no,no,no,telephone
460,40,blue-collar,married,basic.6y,no,no,yes,telephone
461,44,admin.,single,basic.9y,unknown,no,no,telephone
462,42,technician,divorced,high.school,no,no,no,telephone
463,52,self-employed,married,university.degree,no,yes,no,telephone
464,31,blue-collar,single,basic.9y,no,yes,no,telephone
465,32,services,married,high.school,no,no,no,telephone
466,44,admin.,married,high.school,no,yes,yes,telephone
467,39,management,married,basic.6y,unknown,no,no,telephone
468,57,management,married,professional.course,unknown,yes,no,telephone
469,52,admin.,married,basic.4y,no,yes,no,telephone
470,42,management,married,university.degree,no,no,no,telephone
471,42,technician,single,professional.course,unknown,unknown,unknown,telephone
472,43,management,married,professional.course,no,yes,no,telephone
473,31,admin.,divorced,high.school,no,no,no,telephone
474,29,admin.,married,university.degree,unknown,yes,no,telephone
475,57,blue-collar,divorced,basic.4y,no,no,no,telephone
476,44,blue-collar,married,basic.9y,unknown,no,no,telephone
477,59,unknown,married,unknown,unknown,no,no,telephone
478,39,blue-collar,married,basic.4y,unknown,no,no,telephone
479,57,retired,married,university.degree,no,no,no,telephone
480,41,management,married,unknown,unknown,no,no,telephone
481,37,technician,single,high.school,unknown,no,yes,telephone
482,38,services,married,high.school,no,yes,no,telephone
483,42,retired,married,basic.4y,no,no,no,telephone
484,49,unknown,married,unknown,unknown,yes,no,telephone
485,54,management,married,basic.6y,unknown,yes,yes,telephone
486,36,admin.,married,university.degree,no,unknown,unknown,telephone
487,32,admin.,single,university.degree,unknown,no,no,telephone
488,35,technician,married,professional.course,no,yes,no,telephone
489,45,housemaid,married,professional.course,unknown,no,no,telephone
490,56,technician,married,unknown,no,yes,no,telephone
491,34,technician,married,university.degree,no,yes,no,telephone
492,41,unemployed,married,basic.9y,unknown,no,no,telephone
493,41,services,married,basic.9y,no,no,no,telephone
494,36,blue-collar,married,basic.9y,unknown,no,no,telephone
495,32,admin.,single,university.degree,unknown,unknown,unknown,telephone
496,31,services,married,high.school,unknown,unknown,unknown,telephone
497,38,technician,married,professional.course,no,yes,no,telephone
498,35,admin.,divorced,university.degree,unknown,yes,no,telephone
499,53,admin.,married,professional.course,no,yes,no,telephone
500,51,admin.,married,basic.6y,unknown,yes,no,telephone
501,56,entrepreneur,married,university.degree,unknown,no,no,telephone
502,33,admin.,married,basic.9y,no,unknown,unknown,telephone
503,33,admin.,married,basic.9y,no,no,no,telephone
504,51,services,divorced,high.school,unknown,yes,no,telephone
505,39,services,married,high.school,unknown,yes,no,telephone
506,45,entrepreneur,married,university.degree,no,no,no,telephone
507,40,technician,single,university.degree,no,no,no,telephone
508,60,unknown,single,unknown,unknown,yes,no,telephone
509,33,technician,married,university.degree,no,yes,no,telephone
510,47,blue-collar,married,high.school,unknown,yes,no,telephone
511,48,blue-collar,married,basic.4y,no,no,no,telephone
512,43,entrepreneur,married,high.school,no,no,no,telephone
513,37,management,married,university.degree,no,yes,no,telephone
514,50,services,married,basic.9y,no,yes,yes,telephone
515,59,entrepreneur,married,high.school,no,yes,no,telephone
516,32,technician,married,unknown,unknown,yes,no,telephone
517,42,housemaid,single,basic.4y,unknown,yes,no,telephone
518,52,blue-collar,married,basic.4y,no,no,no,telephone
519,42,blue-collar,married,unknown,unknown,no,no,telephone
520,42,admin.,married,unknown,no,no,no,telephone
521,40,management,married,basic.9y,unknown,unknown,unknown,telephone
522,38,blue-collar,married,basic.9y,no,no,no,telephone
523,39,blue-collar,married,basic.6y,no,yes,no,telephone
524,39,blue-collar,married,basic.6y,no,no,no,telephone
525,38,admin.,married,high.school,no,no,no,telephone
526,47,admin.,single,unknown,unknown,yes,no,telephone
527,30,services,single,high.school,no,no,no,telephone
528,38,admin.,divorced,high.school,no,yes,yes,telephone
529,39,technician,divorced,university.degree,no,no,no,telephone
530,44,admin.,married,high.school,no,no,no,telephone
531,36,admin.,married,high.school,no,no,no,telephone
532,41,services,married,high.school,unknown,yes,yes,telephone
533,41,blue-collar,married,basic.6y,no,no,no,telephone
534,35,blue-collar,married,basic.9y,no,no,no,telephone
