Cust_id,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
64,may,mon,366,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
65,may,mon,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
66,may,mon,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
67,may,mon,91,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
68,may,mon,273,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
69,may,mon,158,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
70,may,mon,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
71,may,mon,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
72,may,mon,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
73,may,mon,176,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
74,may,mon,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
75,may,mon,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
76,may,mon,1575,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
77,may,mon,349,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
78,may,mon,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
79,may,mon,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
80,may,mon,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
81,may,mon,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
82,may,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
83,may,mon,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
84,may,mon,1042,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
85,may,mon,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
86,may,mon,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
87,may,mon,529,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
88,may,mon,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
89,may,mon,1467,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
90,may,mon,188,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
91,may,mon,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
92,may,mon,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
93,may,mon,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
94,may,mon,545,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
95,may,mon,583,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
96,may,mon,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
97,may,mon,426,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
98,may,mon,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
99,may,mon,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
100,may,mon,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
101,may,mon,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
102,may,mon,55,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
103,may,mon,400,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
104,may,mon,197,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
105,may,mon,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
106,may,mon,21,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
107,may,mon,300,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
108,may,mon,123,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
109,may,mon,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
110,may,mon,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
111,may,mon,514,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
112,may,mon,849,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
113,may,mon,194,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
114,may,mon,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
115,may,mon,337,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
116,may,mon,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
117,may,mon,247,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
118,may,mon,518,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
119,may,mon,364,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
120,may,mon,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
121,may,mon,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
122,may,mon,439,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
123,may,mon,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
124,may,mon,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
125,may,mon,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
126,may,mon,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
127,may,mon,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
128,may,mon,78,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
129,may,mon,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
130,may,mon,579,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
131,may,mon,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
132,may,mon,677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
133,may,mon,267,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
134,may,mon,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
135,may,mon,185,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
136,may,mon,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
137,may,mon,69,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
138,may,mon,100,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
139,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
140,may,mon,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
141,may,mon,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
142,may,mon,70,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
143,may,mon,193,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
144,may,mon,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
145,may,mon,73,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
146,may,mon,528,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
147,may,mon,541,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
148,may,mon,338,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
149,may,mon,163,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
150,may,mon,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
151,may,mon,301,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
152,may,mon,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
153,may,mon,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
154,may,mon,204,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
155,may,mon,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
156,may,mon,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
157,may,mon,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
158,may,mon,243,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
159,may,mon,186,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
160,may,mon,579,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
161,may,mon,165,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
162,may,mon,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
163,may,mon,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
164,may,mon,559,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
165,may,mon,2033,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
166,may,mon,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
167,may,mon,506,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
168,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
169,may,mon,114,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
170,may,mon,843,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
171,may,mon,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
172,may,mon,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
173,may,mon,292,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
174,may,mon,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
175,may,mon,93,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
176,may,mon,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
177,may,mon,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
178,may,mon,303,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
179,may,mon,81,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
180,may,mon,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
181,may,mon,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
182,may,mon,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
183,may,mon,673,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
184,may,mon,233,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
185,may,mon,102,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
186,may,mon,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
187,may,mon,250,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
188,may,mon,130,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
189,may,mon,252,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
190,may,mon,138,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
191,may,mon,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
192,may,mon,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
193,may,mon,19,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
194,may,mon,228,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
195,may,mon,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
196,may,mon,717,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
197,may,mon,313,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
198,may,mon,289,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
199,may,mon,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
200,may,mon,1077,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
201,may,mon,146,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
202,may,mon,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
203,may,mon,356,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
204,may,mon,277,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
205,may,mon,172,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
206,may,mon,218,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
207,may,mon,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
208,may,mon,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
209,may,mon,291,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
210,may,mon,248,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
211,may,mon,256,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
212,may,mon,286,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
213,may,mon,477,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
214,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
215,may,mon,471,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
216,may,mon,381,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
217,may,mon,251,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
218,may,mon,408,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
219,may,mon,287,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
220,may,mon,322,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
221,may,mon,216,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
222,may,mon,366,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
223,may,mon,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
224,may,mon,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
225,may,mon,168,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
226,may,mon,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
227,may,mon,64,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
228,may,mon,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
229,may,mon,410,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
230,may,mon,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
231,may,mon,580,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
232,may,mon,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
233,may,mon,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
234,may,mon,357,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
235,may,mon,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
236,may,mon,300,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
237,may,mon,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
238,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
239,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
240,may,mon,213,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
241,may,mon,238,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
242,may,mon,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
243,may,mon,18,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
244,may,mon,730,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
245,may,mon,40,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
246,may,mon,181,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
247,may,mon,79,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
248,may,mon,142,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
249,may,mon,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
250,may,mon,702,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
251,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
252,may,mon,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
253,may,mon,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
254,may,mon,232,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
255,may,mon,408,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
256,may,mon,370,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
257,may,mon,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
258,may,mon,46,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
259,may,mon,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
260,may,mon,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
261,may,mon,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
262,may,mon,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
263,may,mon,361,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
264,may,mon,73,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
265,may,mon,67,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
266,may,mon,350,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
267,may,mon,150,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
268,may,mon,332,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
269,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
270,may,mon,58,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
271,may,mon,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
272,may,mon,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
273,may,mon,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
274,may,mon,611,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
275,may,mon,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
276,may,mon,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
277,may,mon,962,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
278,may,mon,102,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
279,may,mon,10,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
280,may,mon,118,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
281,may,mon,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
282,may,mon,143,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
283,may,mon,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
284,may,mon,75,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
285,may,mon,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
286,may,mon,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
287,may,mon,935,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,yes
288,may,mon,56,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
289,may,mon,5,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
290,may,mon,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
291,may,mon,125,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
292,may,mon,286,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
293,may,mon,206,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
294,may,mon,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
295,may,mon,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
296,may,mon,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
297,may,mon,742,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
298,may,mon,120,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
299,may,mon,122,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
300,may,mon,362,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
301,may,mon,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
302,may,mon,200,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
303,may,mon,107,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
304,may,mon,267,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
305,may,mon,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
306,may,mon,215,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
307,may,mon,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
308,may,mon,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
309,may,mon,261,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
310,may,mon,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
311,may,mon,106,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
312,may,mon,106,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
313,may,mon,108,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
314,may,mon,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
315,may,mon,358,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
316,may,mon,453,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
317,may,mon,364,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
318,may,mon,136,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
319,may,mon,173,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
320,may,mon,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
321,may,mon,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
322,may,mon,148,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
323,may,mon,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
324,may,mon,199,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
325,may,mon,196,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
326,may,mon,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
327,may,mon,231,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
